rank;personName;age;finalWorth;category;source;country;state;city;organization;selfMade;gender;birthDate;title;philanthropyScore
2076;Ranjan Pai;49.0;1400;Service;education;India;;Bangalore;;False;M;11/11/1972;;1.0
2076;Antonio Percassi;68.0;1400;Diversified;real estate, diversified;Italy;;Bergamo;;True;M;6/9/1953;;1.0
2076;Mark Pincus;56.0;1400;Technology;online games;United States;California;San Francisco;Zynga;True;M;2/13/1966;Chairman;1.0
2076;Alexey Repik;42.0;1400;Healthcare;pharmaceuticals;Russia;;Moscow;;True;M;8/27/1979;;1.0
2076;Matthew Roszak;49.0;1400;Finance & Investments;cryptocurrency;United States;Illinois;Chicago;;True;M;12/9/1972;;1.0
2076;Subhash Runwal;78.0;1400;Real Estate;real estate;India;;Mumbai;;True;M;5/22/1943;;1.0
2076;Carlos Sanchez;60.0;1400;Healthcare;generic drugs;Brazil;;Santo Andre;;False;M;1/21/1962;;1.0
2076;Martin Selig;84.0;1400;Real Estate;real estate;United States;Washington;Seattle;;True;M;12/31/1937;;1.0
2076;Bhadresh Shah;70.0;1400;Manufacturing;engineering;India;;Ahmedabad;;True;M;10/7/1951;;1.0
2076;Shao Jianxiong;;1400;Energy;photovoltaics;China;;Hangzhou;;True;M;;;1.0
2076;Shu Ping;52.0;1400;Food & Beverage;restaurants;Singapore;;Singapore;;True;F;;;1.0
2076;Ben Silbermann;39.0;1400;Media & Entertainment;social media;United States;California;San Francisco;Pinterest;True;M;7/14/1982;Cofounder;1.0
2076;Jared Smith;47.0;1400;Technology;cloud computing;United States;Utah;Provo;;True;M;10/2/1974;;1.0
2076;Sun Qinghuan;48.0;1400;Technology;lighting;China;;Zhongshan;;True;M;5/8/1973;;1.0
2076;Denis Sverdlov;43.0;1400;Automotive;electric vehicles;United Kingdom;;London;;True;M;6/6/1978;;1.0
2076;Prachak Tangkaravakoon;78.0;1400;Manufacturing;paints;Thailand;;Bangkok;;True;M;3/26/1944;;1.0
2076;Lina Tombolato;74.0;1400;Finance & Investments;financial services;Italy;;Tombolo;;False;F;7/28/1947;;1.0
2076;Tong Jinquan;67.0;1400;Real Estate;real estate;China;;Shanghai;;True;M;11/1/1954;;1.0
2076;Luiza Helena Trajano;70.0;1400;Fashion & Retail;retail chain;Brazil;;Sao Paulo;;False;F;10/9/1951;;1.0
2076;John Van Lieshout;76.0;1400;Real Estate;real estate;Australia;;Brisbane;;True;M;1/12/1946;;1.0
2076;Vardis Vardinoyannis & family;89.0;1400;Energy;oil and gas;Greece;;Athens;;True;M;1/1/1933;;1.0
2076;Jens von Bahr;51.0;1400;Gambling & Casinos;gambling products;Sweden;;Stockholm;;True;M;2/22/1971;;1.0
2076;Wang Fuji;;1400;Healthcare;pharmaceuticals;China;;Zhangzhou;;True;M;;;1.0
2076;Wang Jian;68.0;1400;Technology;healthcare services;China;;Shenzhen;;True;M;1/1/1954;;1.0
2076;Werner O. Weber;83.0;1400;Manufacturing;electronic components;Switzerland;;Zurich;;True;M;2/9/1939;;1.0
2076;Wei Lidong & family;46.0;1400;Technology;software;China;;Shanghai;;True;M;1/1/1976;;1.0
2076;Drorit Wertheim;66.0;1400;Food & Beverage;Coca Cola Israel;Israel;;Bnei Atarot;;False;F;1/1/1956;;1.0
2076;Bo Wu;67.0;1400;Manufacturing;machinery;China;;Nanjing;;True;M;5/1/1954;;1.0
2076;Eugene Wu;76.0;1400;Finance & Investments;finance;Taiwan;;Taipei;;False;M;5/3/1945;;1.0
2076;Wu Xushun & family;73.0;1400;Diversified;internet;China;;Wuhu;;True;M;4/28/1948;;1.0
2076;Wenbo Xiang;59.0;1400;Manufacturing;manufacturing;China;;Changsha;;True;M;6/21/1962;;1.0
2076;Swift Xie;42.0;1400;Technology;drones;China;;Shenzhen;DJI Technology Co.;True;M;1/1/1980;Entrepreneur;1.0
2076;Xu Bingzhong;48.0;1400;Food & Beverage;bars;China;;Shenzhen;;True;M;1/1/1974;;1.0
2076;Xu Shaochun;59.0;1400;Technology;software;China;;Shenzhen;;True;M;1/1/1963;;1.0
2076;Yan Junxu;52.0;1400;Manufacturing;Manufacturing;China;;Taicang;;True;M;7/17/1969;;1.0
2076;George Yancopoulos;62.0;1400;Healthcare;pharmaceuticals;United States;New York;Yorktown Heights;;True;M;9/10/1959;;1.0
2076;Gavril Yushvaev;64.0;1400;Finance & Investments;precious metals, real estate;Russia;;Moscow;;True;M;7/23/1957;;1.0
2076;Zhuo Jun;56.0;1400;Manufacturing;printed circuit boards;Hong Kong;;Hong Kong;;False;F;1/1/1966;;1.0
2076;Fredrik Österberg;51.0;1400;Gambling & Casinos;gambling products;Sweden;;Stockholm;;True;M;1/19/1971;;1.0
2190;Alberto Alcocer;79.0;1300;Finance & Investments;investments;Spain;;Madrid;;True;M;12/7/1942;;1.0
2190;Alexandra Andresen;25.0;1300;Diversified;investments;Norway;;Oslo;;False;F;7/23/1996;;1.0
2190;Katharina Andresen;26.0;1300;Diversified;investments;Norway;;Oslo;;False;F;5/21/1995;;1.0
2190;Rutger Arnhult;54.0;1300;Real Estate;real estate;Sweden;;Stockholm;;True;M;5/8/1967;;1.0
2190;Anant Asavabhokin;71.0;1300;Real Estate;real estate;Thailand;;Bangkok;;True;M;8/11/1950;;1.0
2190;Mehmet Aydinlar;65.0;1300;Healthcare;hospitals;Turkey;;Istanbul;;True;M;7/27/1956;;1.0
2190;Binny Bansal;39.0;1300;Technology;flipkart;Singapore;;Singapore;;True;M;12/3/1982;;1.0
2190;Sachin Bansal;40.0;1300;Fashion & Retail;flipkart;India;;Bangalore;;True;M;8/5/1981;;1.0
2190;Barbara Benetton;52.0;1300;Fashion & Retail;fashion retail, investments;Italy;;Campodoro;;False;F;7/2/1969;;1.0
2190;Othman Benjelloun & family;89.0;1300;Finance & Investments;banking, insurance;Morocco;;Casablanca;;False;M;11/1/1932;;1.0
2190;Angela Bennett;78.0;1300;Metals & Mining;mining;Australia;;Perth;;False;F;4/1/1944;;1.0
2190;Oleg Boyko;57.0;1300;Diversified;diversified;Switzerland;;Lipperswil;;True;M;9/28/1964;;1.0
2190;Anna Maria Braun;43.0;1300;Healthcare;medical technology;Germany;;Melsungen;;False;F;1/1/1979;;1.0
2190;Edouard Carmignac;74.0;1300;Finance & Investments;asset management;France;;Paris;;True;M;9/4/1947;;1.0
2190;Anthony Casalena;39.0;1300;Technology;software;United States;Maryland;Monkton;;True;M;4/24/1982;;1.0
2190;Chang Jing;39.0;1300;Technology;technology;China;;Beijing;;True;M;8/1/1982;;1.0
2190;Jeffrey Cheah;77.0;1300;Real Estate;property, healthcare;Malaysia;;Kuala Lumpur;;True;M;3/30/1945;;1.0
2190;Chen Shiliang;58.0;1300;Manufacturing;polyester;China;;Tongxiang;;True;M;12/1/1963;;1.0
2190;Yuantai Chen;54.0;1300;Energy;batteries;China;;Ningde;;True;M;3/1/1968;;1.0
2190;Cheng Xianfeng;53.0;1300;Healthcare;pharmaceuticals;China;;Hefei;;True;M;12/1/1968;;1.0
2190;Chu Jian;59.0;1300;Manufacturing;Manufacturing;China;;Hangzhou;;True;M;4/1/1963;;1.0
2190;Chua Thian Poh;73.0;1300;Real Estate;real estate;Singapore;;Singapore;;True;M;7/11/1948;;1.0
2190;Alberto Cortina;76.0;1300;Finance & Investments;investments;Spain;;Madrid;;True;M;1/20/1946;;1.0
2190;Sandor Csanyi;69.0;1300;Diversified;finance, real estate;Hungary;;Budapest;;True;M;3/20/1953;;1.0
2190;Sasson Dayan & family;82.0;1300;Finance & Investments;banking;Brazil;;Sao Paulo;;True;M;4/1/1940;;1.0
2190;Anand Deshpande;59.0;1300;Technology;technology;India;;Pune;;True;M;5/1/1962;;1.0
2190;Richard Desmond;70.0;1300;Media & Entertainment;publishing;United Kingdom;;London;;True;M;12/8/1951;;1.0
2190;Shlomo Eliahu;86.0;1300;Finance & Investments;insurance;Israel;;Tel Aviv;;True;M;1/18/1936;;1.0
2190;Jose Roberto Ermirio de Moraes;64.0;1300;Diversified;diversified;Brazil;;Sao Paulo;;False;M;11/30/1957;;1.0
2190;Jose Ermirio de Moraes Neto;69.0;1300;Diversified;diversified;Brazil;;Sao Paulo;;False;M;6/17/1952;;1.0
2190;David Fattal & family;64.0;1300;Service;hotels;Israel;;Tel Aviv;;True;M;6/22/1957;;1.0
2190;Marvy Finger;86.0;1300;Real Estate;real estate;United States;Texas;Houston;;True;M;12/8/1935;Entrepreneur;1.0
2190;Adam Foroughi;41.0;1300;Media & Entertainment;mobile games;United States;California;Truckee;;True;M;5/7/1980;;1.0
2190;Richard Fortin;73.0;1300;Fashion & Retail;convinience stores;Canada;;Boucherville;;True;M;9/1/1948;;1.0
2190;Luiz Frias;58.0;1300;Technology;mobile payments;Brazil;;Sao Paulo;;False;M;4/6/1963;Entrepreneur, Journalist;1.0
2190;Susumu Fujita;48.0;1300;Media & Entertainment;internet media;Japan;;Tokyo;;True;M;5/16/1973;;1.0
2190;Simona Giorgetta;44.0;1300;Construction & Engineering;chemical products;Italy;;Milan;;False;F;4/24/1977;;1.0
2190;Premchand Godha;75.0;1300;Healthcare;pharmaceuticals;India;;Mumbai;;True;M;1/1/1947;;1.0
2190;Mikhail Gutseriev & brother;64.0;1300;Energy;oil, real estate;Russia;;Moscow;;True;M;3/9/1958;;1.0
2190;Hang Hong;54.0;1300;Manufacturing;machinery;China;;Wuxi;;True;F;1/1/1968;;1.0
2190;Alfredo Harp Helu & family;78.0;1300;Finance & Investments;banking, investments;Mexico;;Mexico City;;True;M;3/11/1944;;1.0
2190;Jaroslav Hascak & family;52.0;1300;Finance & Investments;investments;Slovakia;;Bratislava;;True;M;8/30/1969;;1.0
2190;He Zuxun;56.0;1300;Food & Beverage;pig breeding;China;;Kunming;;True;M;10/28/1965;;1.0
2190;David Hoffman;69.0;1300;Diversified;executive search, investments;United States;Florida;Naples;;True;M;8/7/1952;;1.0
2190;Francis Holder;81.0;1300;Food & Beverage;bakeries;France;;Lille;;True;M;1/1/1941;;1.0
2190;Hu Rongda & family;63.0;1300;Manufacturing;chemicals;China;;Jinhua;;True;M;1/1/1959;;1.0
2190;Wei Huang;62.0;1300;Real Estate;real estate;China;;Hangzhou;;True;M;9/30/1959;;1.0
2190;Zarakh Iliev;55.0;1300;Real Estate;real estate;Russia;;Moscow;;True;M;9/9/1966;;1.0
2190;Mitchell Jacobson;71.0;1300;Service;industrial equipment;United States;New York;Locust Valley;;False;M;3/6/1951;;1.0
2190;Jiang Guiting & family;63.0;1300;Manufacturing;manufacturing;China;;Dezhou;;True;M;7/1/1958;;1.0
2190;Rajeev Juneja;56.0;1300;Healthcare;phamaceuticals;India;;Delhi;;True;M;7/28/1965;;1.0
2190;Peter Kelly;64.0;1300;Technology;I.T.;United Kingdom;;Bristol;;True;M;7/1/1957;;1.0
2190;Kim Nam-jung;49.0;1300;Food & Beverage;food;South Korea;;Seoul;;False;M;1/1/1973;;1.0
2190;Koon Poh Ming;65.0;1300;Metals & Mining;aluminum;Malaysia;;Bintulu;;True;M;11/17/1956;;1.0
2190;Yuri Kovalchuk;70.0;1300;Finance & Investments;banking, insurance, media;Russia;;St. Petersburg;;True;M;7/25/1951;;1.0
2190;Michael Krasny;68.0;1300;Technology;retail;United States;Illinois;Highland Park;Sawdust Investment Management Corp.;True;M;8/8/1953;Investor;1.0
2190;Raymond Kwok;68.0;1300;Real Estate;real estate;Hong Kong;;Hong Kong;;False;M;4/10/1953;;1.0
2190;Heikki Kyostila;76.0;1300;Healthcare;dental products;Finland;;Helsinki;;True;M;1/19/1946;;1.0
2190;Lee Ho-jin;59.0;1300;Diversified;diversified;South Korea;;Seoul;Taekwang Industrial;False;M;12/8/1962;;1.0
2190;Bernard Lewis & family;96.0;1300;Fashion & Retail;fashion retailer;United Kingdom;;London;;True;M;2/10/1926;;1.0
2190;Fengluan Li;60.0;1300;Diversified;steel, diversified;China;;Ruzhou;;True;F;1/1/1962;;1.0
2190;Hua Li;44.0;1300;Finance & Investments;financial services;China;;Shenzhen;;True;M;1/1/1978;;1.0
2190;Li Ruiqiang;42.0;1300;Healthcare;medical services;China;;Beijing;;True;M;11/1/1979;;1.0
2190;Lin Zhijun;46.0;1300;Healthcare;medical devices;China;;Xiamen;;True;M;9/1/1975;;1.0
2190;Lin Zhixiong & family;48.0;1300;Healthcare;medical devices;China;;Xiamen;;True;M;7/1/1973;;1.0
2190;Liu Ming Hui;59.0;1300;Energy;natural gas distribution;Hong Kong;;Hong Kong;;True;M;1/1/1963;;1.0
2190;Xuejing Liu & family;71.0;1300;Diversified;copper, poultry;China;;Liaocheng;;True;M;1/1/1951;;1.0
2190;Lu Yonghua & family;58.0;1300;Technology;electronics;China;;Shanghai;;True;M;7/26/1963;;1.0
2190;Zhaoxi Lu;53.0;1300;Technology;e-commerce;China;;Hangzhou;;True;M;1/1/1969;;1.0
2190;Frederic Luddy;67.0;1300;Technology;software;United States;California;San Diego;ServiceNow;True;M;11/24/1954;Entrepreneur;1.0
2190;Miao Yongjun;54.0;1300;Healthcare;clinical diagnostics;China;;Zhengzhou;;True;M;12/1/1967;;1.0
2190;Martin Moller Nielsen;57.0;1300;Logistics;aircraft leasing;United Kingdom;;London;;True;M;8/1/1964;;1.0
2190;Neide Helena de Moraes;67.0;1300;Diversified;diversified;Brazil;;Sao Paulo;;False;F;2/15/1955;;1.0
2190;Yoshiko Mori;81.0;1300;Real Estate;real estate;Japan;;Tokyo;;False;F;9/24/1940;;1.0
2190;Mofatraj Munot;77.0;1300;Real Estate;real estate;India;;Mumbai;;True;M;10/4/1944;;1.0
2190;Randal Nardone;66.0;1300;Finance & Investments;investments, energy;United States;New York;New York;;True;M;6/22/1955;;1.0
2190;God Nisanov;49.0;1300;Real Estate;real estate;Russia;;Moscow;;True;M;4/24/1972;;1.0
2190;Vadim Novinsky;58.0;1300;Metals & Mining;steel;Ukraine;;Kiev;;True;M;6/3/1963;;1.0
2190;Satyanarayan Nuwal;69.0;1300;Manufacturing;industrial explosives;India;;Nagpur;;True;M;7/25/1952;;1.0
2190;John Ocampo;63.0;1300;Technology;semiconductors;United States;California;Los Altos;;True;M;4/5/1959;;1.0
2190;Pan Gang;51.0;1300;Food & Beverage;dairy;China;;Hohhot;;True;M;7/1/1970;;1.0
2190;Forrest Preston;89.0;1300;Healthcare;health care;United States;Tennessee;Cleveland;;True;M;3/22/1933;;1.0
2190;Riju Raveendran;39.0;1300;Technology;edtech;India;;Bangalore;;True;M;11/11/1982;;1.0
2190;P.P. Reddy;64.0;1300;Construction & Engineering;infrastructure;India;;Hyderabad;;True;M;8/30/1957;;1.0
2190;P.V.Krishna Reddy;52.0;1300;Construction & Engineering;infrastructure;India;;Hyderabad;;True;M;6/30/1969;;1.0
2190;Satish Reddy;54.0;1300;Healthcare;pharmaceuticals;India;;Hyderabad;;False;M;6/9/1967;;1.0
2190;Lily Safra;84.0;1300;Finance & Investments;banking;Switzerland;;Geneva;;False;F;1/1/1938;;1.0
2190;Richard Saghian;40.0;1300;Fashion & Retail;fast fashion;United States;California;Los Angeles;;True;M;8/6/1981;;1.0
2190;Deniz Sahenk;76.0;1300;Diversified;diversified;Turkey;;Istanbul;;False;F;8/6/1945;;1.0
2190;Thomas Sandell;61.0;1300;Finance & Investments;hedge funds;United Kingdom;;London;Sandell Asset Management;True;M;2/1/1961;Founder;1.0
2190;Hajime Satomi;80.0;1300;Gambling & Casinos;video games, pachinko;Japan;;Tokyo;;True;M;1/16/1942;;1.0
2190;James Scapa;65.0;1300;Technology;software;United States;California;Atherton;;True;M;1/23/1957;;1.0
2190;Paul Sciarra;41.0;1300;Media & Entertainment;Pinterest;United States;California;San Francisco;;True;M;2/15/1981;;1.0
2190;Albert Shigaboutdinov;69.0;1300;Diversified;refinery, chemicals;Russia;;Kazan;;True;M;11/12/1952;;1.0
2190;Nobutoshi Shimamura;96.0;1300;Fashion & Retail;retail;Japan;;Saitama;;True;M;3/8/1926;;1.0
2190;Ron Sim;63.0;1300;Fashion & Retail;retail;Singapore;;Singapore;;True;M;12/1/1958;;1.0
2190;Alexander Sixt;42.0;1300;Automotive;car rentals;Germany;;Munich;;False;M;10/24/1979;;1.0
2190;Konstantin Sixt;39.0;1300;Automotive;car rentals;Germany;;Munich;;False;M;12/2/1982;;1.0
2190;Terry Snow;78.0;1300;Real Estate;airports, real estate;Australia;;Canberra;;True;M;12/23/1943;;1.0
2190;Marco Squinzi;50.0;1300;Construction & Engineering;chemical products;Italy;;Milan;;False;M;9/23/1971;;1.0
2190;Veronica Squinzi;50.0;1300;Construction & Engineering;chemical products;Italy;;Milan;;False;F;1/1/1972;;1.0
2190;Manny Stul;72.0;1300;Manufacturing;toys;Australia;;Melbourne;;True;M;5/9/1949;;1.0
2190;Rustem Sulteev;68.0;1300;Energy;refinery, chemicals;Russia;;Kazan;;True;M;1/4/1954;;1.0
2190;Sehat Sutardja;60.0;1300;Technology;semiconductors;United States;Nevada;Las Vegas;;True;M;7/9/1961;;1.0
2190;Tony Tan Caktiong;69.0;1300;Food & Beverage;food;Philippines;;Manila;;True;M;1/5/1953;;1.0
2190;Jim Thompson;82.0;1300;Logistics;logistics;Hong Kong;;Hong Kong;;True;M;1/14/1940;;1.0
2190;Carmen Thyssen;78.0;1300;Manufacturing;investments, art;Andorra;;;;False;F;4/23/1943;;1.0
2190;August Troendle;66.0;1300;Healthcare;pharmaceutical services;United States;Ohio;Cincinnati;;True;M;1/1/1956;;1.0
2190;Joop van den Ende;80.0;1300;Media & Entertainment;TV shows;Netherlands;;Baarn;;True;M;2/23/1942;;1.0
2190;Sekar Vembu;50.0;1300;Technology;business software;India;;Chennai;;True;M;1/1/1972;;1.0
2190;Sandro Veronesi & family;62.0;1300;Fashion & Retail;fashion;Italy;;Milan;;True;M;10/18/1959;;1.0
2190;Wan Long;81.0;1300;Food & Beverage;food;China;;Luohe;;True;M;9/1/1940;;1.0
2190;Han Wang;34.0;1300;Diversified;airline;China;;Shanghai;;False;M;8/1/1987;;1.0
2190;Wang Jianyi;59.0;1300;Technology;fiber optic cables;China;;Hangzhou;;True;M;1/12/1963;Entrepreneur;1.0
2190;Wang Qinghua;56.0;1300;Manufacturing;electric equipment;China;;Suzhou;;True;M;7/1/1965;;1.0
2190;Pengcheng Wen & family;59.0;1300;Food & Beverage;agribusiness;China;;Yunfu;;True;M;10/8/1962;;1.0
2190;Alfred West, Jr.;79.0;1300;Finance & Investments;money management;United States;Pennsylvania;Paoli;;True;M;12/7/1942;;1.0
2190;Dan Wilks;65.0;1300;Energy;natural gas;United States;Texas;Cisco;;True;M;5/30/1956;;1.0
2190;Farris Wilks;70.0;1300;Energy;natural gas;United States;Texas;Cisco;;True;M;2/9/1952;;1.0
2190;Gang Xu;58.0;1300;Manufacturing;Chemicals;China;;Jiaozuo;;True;M;4/17/1963;;1.0
2190;Xu Jin;57.0;1300;Food & Beverage;wine;China;;Huaibei city;;True;M;1/24/1965;;1.0
2190;Tony Xu;37.0;1300;Technology;food delivery service;United States;California;San Francisco;;True;M;9/20/1984;;1.0
2190;Ye Yanqiao;52.0;1300;Food & Beverage;soy sauce;China;;Foshan;;True;M;10/1/1969;;1.0
2190;Patrick Zalupski;41.0;1300;Real Estate;homebuilding;United States;Florida;Jacksonville;;True;M;11/29/1980;;1.0
2190;Shengda Zan;59.0;1300;Diversified;diversified;China;;Nantong;;True;M;4/2/1963;;1.0
2190;Zeng Chaoyi;53.0;1300;Manufacturing;aluminum products;China;;Changsha;;True;M;4/1/1969;;1.0
2190;Zhang Guiping & family;70.0;1300;Real Estate;real estate;China;;Nanjing;;True;M;8/21/1951;;1.0
2190;Peng Zhao;51.0;1300;Service;online recruitment;China;;Beijing;;True;M;1/1/1971;;1.0
2190;Zheng Zhiguo;50.0;1300;Healthcare;drugs;China;;Taizhou;;True;M;10/1/1971;;1.0
2190;Kostyantin Zhevago;48.0;1300;Metals & Mining;mining;Ukraine;;Kiev;;True;M;1/7/1974;;1.0
2190;Zhou Mingjie;64.0;1300;Technology;lighting installations;China;;Shenzhen;;True;M;8/1/1957;;1.0
2190;Zhu Xingliang;62.0;1300;Construction & Engineering;construction;China;;Suzhou;;True;M;5/1/1959;Entrepreneur;1.0
2190;Zhu Yiwen & family;;1300;Healthcare;healthcare;China;;Shanghai;;True;M;;;1.0
2190;Zong Yanmin;;1300;Manufacturing;Semiconductor materials;China;;Jinan;;True;M;;;1.0
2324;Sanjay Agarwal;51.0;1200;Finance & Investments;banking;India;;Jaipur;;True;M;9/8/1970;;1.0
2324;Hamad bin Jassim bin Jaber Al Thani;62.0;1200;Finance & Investments;investments;Qatar;;Doha;;False;M;10/1/1959;;1.0
2324;Betty Ang;67.0;1200;Food & Beverage;foods;Philippines;;Manila;;True;F;11/13/1954;;1.0
2324;Christian Angermayer;43.0;1200;Finance & Investments;investments;United Kingdom;;London;;True;M;4/26/1978;;1.0
2324;Mika Anttonen;55.0;1200;Energy;oil & gas;Finland;;Helsinki;;True;M;12/18/1966;;1.0
2324;Jose Maria Aristrain;59.0;1200;Metals & Mining;steel;Switzerland;;Gstaad;;False;M;11/2/1962;;1.0
2324;Emilio Azcarraga Jean;54.0;1200;Media & Entertainment;TV broadcasting;Mexico;;Mexico City;;False;M;2/21/1968;;1.0
2324;Thomas Bailey;85.0;1200;Finance & Investments;money management;United States;Colorado;Aspen;;True;M;1/1/1937;;1.0
2324;Andrei Bokarev;55.0;1200;Manufacturing;metals, mining;Russia;;Moscow;;True;M;10/23/1966;;1.0
2324;Stephane Bonvin;55.0;1200;Real Estate;real estate;Switzerland;;Lens;;True;M;1/1/1967;;1.0
2324;Ashok Boob;70.0;1200;Manufacturing;specialty chemicals;India;;Pune;;True;M;3/2/1952;;1.0
2324;Ludwig Theodor Braun;32.0;1200;Healthcare;medical technology;Germany;;Melsungen;;False;M;1/1/1990;;1.0
2324;Friederike Braun-Luedicke;38.0;1200;Healthcare;medical technology;Germany;;Melsungen;;False;F;1/1/1984;;1.0
2324;Pradip Burman;79.0;1200;Food & Beverage;consumer goods;India;;Delhi;;False;M;11/2/1942;;1.0
2324;Cai Hongbin;;1200;Healthcare;pharmaceuticals;China;;Lianyungang;;True;M;;;1.0
2324;Chang Kuo-Cheng;;1200;Logistics;Transportation;Taiwan;;Taipei;;False;M;;;1.0
2324;Jiancheng Chen;63.0;1200;Manufacturing;manufacturing;China;;Shangyu;;True;M;1/13/1959;;1.0
2324;Chen Xueling;54.0;1200;Manufacturing;stationery;China;;Shantou;;True;F;10/16/1967;;1.0
2324;Cheng Lili;57.0;1200;Food & Beverage;poultry breeding;China;;Changzhou;;True;M;1/1/1965;;1.0
2324;Yvon Chouinard;83.0;1200;Fashion & Retail;Patagonia;United States;California;Ventura;;True;M;11/9/1938;;1.0
2324;Luigi Cremonini & family;82.0;1200;Food & Beverage;meat processing;Italy;;Modena;;True;M;4/28/1939;;1.0
2324;Tim Draper;63.0;1200;Finance & Investments;cryptocurrency;United States;California;Atherton;;False;M;6/11/1958;;1.0
2324;Fan Zhaoxia & family;54.0;1200;Energy;photovoltaic equipment;China;;Beijing;;True;F;7/20/1967;;1.0
2324;Gleb Fetisov;55.0;1200;Telecom;investments;Russia;;Moscow;;True;M;6/5/1966;;1.0
2324;Robert Fisher;68.0;1200;Fashion & Retail;Gap;United States;California;San Francisco;Gap;False;M;8/1/1953;Chairman of the Board;1.0
2324;William Fisher;65.0;1200;Fashion & Retail;Gap;United States;California;San Francisco;Gap;False;M;4/1/1957;Director;1.0
2324;J. Christopher Flowers;64.0;1200;Finance & Investments;investments;United States;New York;New York;J.C. Flowers & Co. LLC;True;M;10/27/1957;Founder and Managing Director;1.0
2324;Bernd Freier;65.0;1200;Fashion & Retail;fashion retail;Germany;;Rottendorf;;True;M;1/1/1957;;1.0
2324;Geng Diangen;65.0;1200;Technology;Internet;China;;Beijing;;True;M;12/3/1956;;1.0
2324;Dan Gertler;48.0;1200;Metals & Mining;mining;Israel;;Bnei Brak;;False;M;12/23/1973;;1.0
2324;David Girouard;56.0;1200;Finance & Investments;fintech;United States;California;Redwood City;;True;M;3/13/1966;;1.0
2324;John Goff;67.0;1200;Real Estate;real estate;United States;Texas;Fort Worth;;True;M;1/1/1955;;1.0
